OBJECTID,Zone,Jurisdicti,Key,Definition,Min_DU_Ac,Max_DU_Ac,Min_FAR,Max_FAR,Max_Height,Res_Use,Comm_Use,Retail_Use,Indust_Use,Mixed_Use,Public_Use,PUD_Use,MaxCoverag,Shape_Leng,Shape_Area,plan_type,ptid,GID
10,AF,Arlington,Arlington_AF,Aviation Flightline - only aviation related uses,0.00000000000,0.00000000000,0.00000000000,1.00000000000,10',N,Y,N,N,N,N,N,100,33412.81384550000,32111449.64750000000,652,748,10
11,AGI,Carnation,Carnation_AGI,Agri-Tourism and Industries,0.00000000000,0.00000000000,0.00000000000,0.50000000000,40',N,Y,Y,Y,N,N,N,75,3276.89607332000,662845.01375000000,426,782,11
12,Agriculture,Sumner,Sumner_Agriculture,Agriculture,0.00000000000,0.05000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,N,0,11819.64723440000,4182556.79507000000,606,833,12
13,AI-1,Burien,Burien_AI-1,Airport Industrial I (Auto Mall/Retail/Commercial),0.00000000000,0.00000000000,0.00000000000,0.40000000000,,N,N,N,Y,N,Y,N,0,9720.39987563000,3405260.79258000000,659,800,13
14,AI-2,Burien,Burien_AI-2,Airport Industrial II,0.00000000000,0.00000000000,0.00000000000,0.40000000000,,N,N,N,Y,N,Y,N,0,7854.75454159000,2544989.57983000000,659,800,14
15,Angle Lake,SeaTac,SeaTac_Angle Lake,Angle Lake,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,12031.55759240000,4563193.57935000000,691,1000,15
16,AP,Redmond,Redmond_AP,"Anderson Park (AP),",1.00000000000,36.00000000000,0.00000000000,6.00000000000,6 stories,Y,Y,Y,N,Y,N,N,100,7704.98550611000,2226692.00034000000,94,232,16
17,AQ,Everett,Everett_AQ,Aquatic,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,258279.25179100000,357754861.78000000000,691,1000,17
18,ARC,Lakewood,Lakewood_ARC,Arterial Residential/Commercial,0.00000000000,15.00000000000,0.00000000000,2.00000000000,40',Y,Y,Y,N,Y,N,N,60,14673.11827510000,1113952.14839000000,285,420,18
19,ARO,Puyallup,Puyallup_ARO,"agriculture, recreation and open space",0.00000000000,0.10000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,N,0,7363.29313409000,1301157.53637000000,604,831,19
20,Auto,Medina,Medina_Auto,Local Business,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,N,N,0,3006.88513812000,307640.04262000000,665,1000,20
21,AVC,SeaTac,SeaTac_AVC,Aviation Commercial,0.00000000000,0.00000000000,0.00000000000,0.45000000000,,N,Y,Y,Y,N,N,N,0,93568.71415670000,19113015.29680000000,427,796,21
22,AVO,SeaTac,SeaTac_AVO,Aviation Operations,0.00000000000,0.00000000000,0.00000000000,0.35000000000,,N,Y,Y,Y,N,N,N,0,85340.01101770000,88735303.39190000000,432,813,22
23,B,Milton,Milton_B,Business District,0.00000000000,0.00000000000,0.00000000000,1.00000000000,40,N,Y,Y,N,N,N,N,60,40274.13810680000,9063948.00364000000,652,752,23
24,B-1,Clyde Hill,Clyde Hill_B-1,Business District,0.00000000000,0.00000000000,0.00000000000,0.60000000000,25',N,Y,Y,N,N,Y,N,100,1260.64088996000,29419.87521390000,656,775,24
25,B-1,Everett,Everett_B-1,Neighborhood Business,0.00000000000,20.00000000000,0.00000000000,2.00000000000,28',Y,Y,Y,N,N,N,N,100,33914.64875370000,2529549.10012000000,283,361,25
26,B-1,Gig Harbor,Gig Harbor_B-1,Neighborhood Commercial,0.00000000000,4.00000000000,0.00000000000,2.40000000000,35,Y,Y,Y,N,Y,N,N,80,790.76807732800,27950.81196580000,255,575,26
27,B-1,Lynnwood,Lynnwood_B-1,Community Business,0.00000000000,21.78000000000,0.00000000000,3.00000000000,,Y,Y,Y,N,Y,N,N,35,33002.55337660000,4233001.03285000000,203,339,27
28,B-2,Everett,Everett_B-2,Community Business,0.00000000000,58.00000000000,0.00000000000,3.00000000000,35',Y,Y,Y,N,N,N,N,100,45961.87288120000,10349409.79320000000,189,173,28
29,B-2,Gig Harbor,Gig Harbor_B-2,General Business,0.00000000000,0.00000000000,0.00000000000,2.10000000000,35,N,Y,Y,N,N,N,N,70,77121.49207320000,10232487.54200000000,635,696,29
30,B-2,Lynnwood,Lynnwood_B-2,Limited Business,0.00000000000,30.00000000000,0.00000000000,1.00000000000,,Y,Y,Y,N,N,N,N,35,7430.92780402000,392546.94996400000,343,281,30
31,B-2B,Everett,Everett_B-2B,Office,0.00000000000,29.00000000000,0.00000000000,2.00000000000,28',Y,Y,Y,N,N,N,N,100,11317.03150920000,1113421.38863000000,278,279,31
32,B-3,Everett,Everett_B-3,Central Business District,0.00000000000,260.00000000000,0.00000000000,12.00000000000,200,Y,Y,Y,N,N,N,N,100,17566.02012760000,8564215.24079000000,56,26,32
33,B-3,Lynnwood,Lynnwood_B-3,Neighborhood Commercial,0.00000000000,30.00000000000,0.00000000000,1.00000000000,35,Y,Y,Y,N,Y,N,N,35,18822.44176940000,1341747.60670000000,343,280,33
34,B-C,Des Moines,Des Moines_B-C,Business Commercial,0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,Y,Y,N,N,N,N,100,951.76874691800,30638.59790130000,625,663,34
35,B-P,Des Moines,Des Moines_B-P,Business Park,0.00000000000,0.00000000000,0.00000000000,1.50000000000,,N,N,Y,Y,N,N,N,75,18289.37754460000,5835667.50067000000,412,725,35
36,BC,Edmonds,Edmonds_BC,Community Business,0.00000000000,7.30000000000,0.00000000000,3.00000000000,25',N,Y,Y,N,N,N,N,100,15257.76748080000,1276526.49782000000,624,511,36
37,BC,Federal Way,Federal Way_BC,Community Business,0.00000000000,29.50000000000,0.00000000000,0.21000000000,65,N,Y,Y,N,Y,Y,N,0,96158.23705400000,13435536.60670000000,666,287,37
38,BC,Kirkland,Kirkland_BC,Commercial,0.00000000000,34.84800000000,0.00000000000,1.60000000000,30',Y,Y,Y,N,Y,N,N,80,3598.27423959000,598557.10667400000,300,249,38
39,BC,Mountlake Terrace,Mountlake Terrace_BC,Community Business District,0.00000000000,68.00000000000,0.00000000000,3.00000000000,4,Y,Y,Y,N,Y,N,N,75,11027.99677300000,865284.26559300000,185,156,39
40,BC,Redmond,Redmond_BC,Bear Creek (BC),1.00000000000,26.00000000000,0.00000000000,4.00000000000,4 stories,Y,N,N,N,Y,N,N,80,7807.22381873000,1678380.60153000000,393,284,40
41,BC-EW,Edmonds,Edmonds_BC-EW,"Community Business, BC-Edmonds Way",0.00000000000,7.30000000000,0.00000000000,3.00000000000,25',N,Y,Y,N,N,N,N,100,3880.63048558000,209129.39211900000,624,511,41
42,BC 1,Kirkland,Kirkland_BC 1,Commercial,0.00000000000,69.69600000000,0.00000000000,2.40000000000,35',Y,Y,Y,N,Y,N,N,80,6941.60218599000,1314713.53042000000,248,154,42
43,BC 2,Kirkland,Kirkland_BC 2,Commercial,0.00000000000,69.69600000000,0.00000000000,2.40000000000,35',Y,Y,Y,N,Y,N,N,80,4526.83188505000,916797.70219500000,248,154,43
44,BC/D,Mountlake Terrace,Mountlake Terrace_BC/D,Downtown Community Business District,0.00000000000,137.00000000000,0.00000000000,5.00000000000,85,Y,Y,Y,N,Y,N,N,90,37752.20131600000,2964358.23549000000,109,81,44
45,BCDD1,Redmond,Redmond_BCDD1,Bear Creek Design District,0.00000000000,35.00000000000,0.00000000000,0.80000000000,4 stories,Y,Y,N,N,N,N,N,0.65,3127.27654061000,408732.82344300000,355,255,45
46,BCDD2,Redmond,Redmond_BCDD2,Bear Creek Design District,0.00000000000,0.00000000000,0.00000000000,0.80000000000,N/A,N,Y,N,N,N,Y,N,0.65,12889.97065760000,5087445.39515000000,653,767,46
47,BCX,Kirkland,Kirkland_BCX,Commercial,0.00000000000,34.84800000000,0.00000000000,1.60000000000,30',Y,Y,Y,N,Y,N,N,80,3331.31661590000,672523.62964500000,300,249,47
48,BD,Lake Stevens,Lake Stevens_BD,Business District,0.00000000000,0.00000000000,0.00000000000,0.70000000000,,N,N,Y,Y,,N,N,,15473.15399540000,4533483.67312000000,420,769,48
49,BD1,Edmonds,Edmonds_BD1,Downtown Retail Core,0.00000000000,7.30000000000,0.00000000000,2.00000000000,30',Y,Y,Y,N,Y,N,N,100,4178.70947320000,543564.88337600000,290,530,49
50,BD2,Edmonds,Edmonds_BD2,Downtown Mixed Commercial,0.00000000000,7.30000000000,0.00000000000,2.00000000000,30',Y,Y,Y,N,Y,N,N,100,13035.55724830000,1436118.74383000000,290,530,50
51,BD3,Edmonds,Edmonds_BD3,Downtown Convenience Commercial,0.00000000000,7.30000000000,0.00000000000,2.00000000000,30',Y,Y,Y,N,Y,N,N,100,3067.23319581000,249172.44981300000,290,530,51
52,BD4,Edmonds,Edmonds_BD4,Downtown Mixed Residential,0.00000000000,7.30000000000,0.00000000000,2.00000000000,30',Y,Y,Y,N,Y,N,N,100,2450.04637868000,297794.77644100000,290,530,52
53,BD5,Edmonds,Edmonds_BD5,Downtown Arts Corridor,0.00000000000,7.30000000000,0.00000000000,2.00000000000,30',Y,Y,Y,N,Y,N,N,100,3203.67718454000,336047.65830000000,290,530,53
54,BMU,Everett,Everett_BMU,Broadway mixed Use,0.00000000000,150.00000000000,0.00000000000,7.00000000000,80,Y,Y,Y,Y,N,N,N,100,34621.11360150000,7606110.01954000000,1,66,54
55,BN,Edmonds,Edmonds_BN,Neighborhood Business,0.00000000000,7.30000000000,0.00000000000,3.00000000000,25',Y,Y,Y,N,N,Y,N,100,27257.58863170000,3169950.95475000000,212,512,55
56,BN,Federal Way,Federal Way_BN,Neighborhood Business,0.00000000000,12.00000000000,0.00000000000,0.18000000000,35,N,Y,Y,N,Y,Y,N,0,52707.51035400000,5574546.63881000000,667,492,56
57,BN,Kirkland,Kirkland_BN,Commercial,0.00000000000,34.84800000000,0.00000000000,1.60000000000,30',Y,Y,Y,N,Y,N,N,80,2344.56886040000,150678.73559800000,300,249,57
58,BN,Lake Forest Park,Lake Forest Park_BN,BN Neighborhood Business,0.00000000000,0.00000000000,0.00000000000,1.05000000000,30',N,Y,Y,N,N,N,N,35,5287.31308592000,161782.62655200000,650,744,58
59,BNA,Kirkland,Kirkland_BNA,Commercial,0.00000000000,69.69600000000,0.00000000000,2.00000000000,35',Y,Y,Y,N,Y,N,N,80,4705.69143794000,546169.80521600000,270,155,59
60,BP,Arlington,Arlington_BP,Business Park,0.00000000000,0.00000000000,0.00000000000,2.00000000000,50',N,Y,Y,N,N,N,N,100,22839.50260960000,6749895.51181000000,638,702,60
61,BP,Edgewood,Edgewood_BP,Business Park,0.00000000000,0.00000000000,0.00000000000,2.00000000000,35,N,Y,Y,Y,Y,Y,N,80,6124.82528746000,1468265.81810000000,403,706,61
62,BP,Edmonds,Edmonds_BP,Planned Business,0.00000000000,7.30000000000,0.00000000000,1.00000000000,,Y,Y,Y,N,N,N,N,100,5778.91453924000,514182.24625100000,350,549,62
63,BP,Maple Valley,Maple Valley_BP,Business Park,0.00000000000,0.00000000000,0.00000000000,1.00000000000,35',N,Y,Y,Y,N,N,N,80,3347.81438169000,578840.66270900000,417,746,63
64,BP,Millcreek,Millcreek_BP,Business and Industrial Park,0.00000000000,0.00000000000,0.00000000000,0.50000000000,50',N,Y,Y,Y,N,N,N,100,28968.12931350000,6813602.54346000000,390,782,64
65,BP,Mukilteo,Mukilteo_BP,Business park district,0.00000000000,0.00000000000,0.00000000000,1.75000000000,50',N,Y,Y,Y,N,N,N,35,4046.42475742000,1007549.81433000000,406,712,65
66,BP,Redmond,Redmond_BP,Business Park zone,0.00000000000,43.50000000000,0.00000000000,1.00000000000,5 stories,N,Y,Y,Y,Y,N,N,0.75,67970.24647570000,23531750.95640000000,416,225,66
67,BP,SeaTac,SeaTac_BP,Business Park,0.00000000000,0.00000000000,0.00000000000,0.33000000000,75',N,Y,Y,Y,N,N,N,75,14857.74452020000,2093012.03678000000,433,815,67
68,BTP,Dupont,Dupont_BTP,Business and Technology Park,0.00000000000,0.00000000000,0.00000000000,2.00000000000,65',N,Y,Y,N,N,N,N,80,30171.68600490000,22195874.37160000000,638,702,68
69,BTP,Lynnwood,Lynnwood_BTP,Light Industrial,0.00000000000,0.00000000000,0.00000000000,0.50000000000,,N,Y,Y,Y,N,N,N,0,14118.22592090000,1907036.72145000000,426,782,69
70,BUSINESS PARK,Fife,Fife_BUSINESS PARK,Business Park,0.00000000000,0.00000000000,0.00000000000,1.35000000000,90,N,Y,Y,Y,N,Y,N,45,4718.55987043000,1010769.34123000000,413,729,70
71,C,Bothell,Bothell_C,Campus District,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,11926.12596670000,6544506.69559000000,691,1000,71
72,C,Edgewood,Edgewood_C,Commercial,0.00000000000,48.00000000000,0.00000000000,3.00000000000,45,Y,Y,Y,N,Y,Y,N,85,27417.70572020000,3926722.74777000000,193,199,72
73,C,Roy,Roy_C,Commercial,0.00000000000,5.00000000000,0.00000000000,1.00000000000,40',Y,Y,Y,N,Y,Y,N,85,9549.95461033000,413842.05874900000,351,584,73
74,C,Shoreline,Shoreline_C,"Campus Zones (Include CCZ, FCZ, PHZ, and SCZ)",0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,27286.66610340000,9737607.48781000000,691,1000,74
75,C,Woodway,Woodway_C,CONSERVATION ZONE,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,N,N,0,24893.30762810000,2061530.26389000000,691,1000,75
76,C-1,Everett,Everett_C-1,General Commercial,0.00000000000,58.00000000000,0.00000000000,4.00000000000,50',N,Y,Y,N,N,N,N,100,72280.65799770000,12662090.44950000000,618,171,76
77,C-1,Gig Harbor,Gig Harbor_C-1,General Commercial,0.00000000000,7.00000000000,0.00000000000,2.40000000000,35,Y,Y,Y,N,Y,N,N,80,13490.06859270000,2179369.86005000000,254,528,77
78,C-1R,Everett,Everett_C-1R,Regional Commercial-Office,0.00000000000,58.00000000000,0.00000000000,4.00000000000,50',N,Y,Y,Y,N,N,N,100,15101.72982010000,8457729.20978000000,392,169,78
79,C-2,Everett,Everett_C-2,Heavy Commercial - Light Industrial,0.00000000000,0.00000000000,0.00000000000,0.50000000000,65',N,Y,Y,Y,N,N,N,100,33907.87076380000,5308354.64318000000,394,782,79
80,C-2ES,Everett,Everett_C-2ES,heavy Commercial - Light Industrial - ES,0.00000000000,35.00000000000,0.00000000000,0.50000000000,65',Y,Y,Y,Y,N,N,N,100,10688.08334610000,6395689.50642000000,9,256,80
81,C-C,Des Moines,Des Moines_C-C,Community Commercial,0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,Y,Y,N,N,N,N,100,2104.22755483000,114585.57345600000,625,663,81
82,C-REC,Issaquah,Issaquah_C-REC,Conservatin - Recreation,0.00000000000,0.00000000000,0.00000000000,0.00000000000,30ft,N,N,N,N,N,Y,N,10%,52083.16060550000,7222645.20127000000,691,1000,82
83,C-RES,Issaquah,Issaquah_C-RES,Conservation - Residential,0.00000000000,5.00000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,Y,N,0,9732.63408124000,1730241.54275000000,554,617,83
84,C1,Lakewood,Lakewood_C1,Commercial 1,0.00000000000,35.00000000000,0.00000000000,9.00000000000,90',Y,Y,Y,N,Y,N,N,100,25007.16638440000,4136433.70638000000,61,226,84
85,C1,Tacoma,Tacoma_C1,General Neighborhood Commercial District,0.00000000000,16.33000000000,0.00000000000,1.50000000000,35',Y,Y,Y,N,Y,Y,N,0,127215.37397800000,10066101.15230000000,315,414,85
86,C2,Lakewood,Lakewood_C2,Commercial 2,0.00000000000,35.00000000000,0.00000000000,9.00000000000,90',Y,Y,Y,N,Y,N,N,100,49539.37567230000,12432166.14410000000,61,226,86
87,C2,Tacoma,Tacoma_C2,General Community Commercial District,0.00000000000,21.78000000000,0.00000000000,2.00000000000,45',Y,Y,Y,N,Y,Y,N,0,209363.62341900000,31416529.14810000000,282,352,87
88,C3,Lakewood,Lakewood_C3,Commercial 3,0.00000000000,54.00000000000,0.00000000000,9.00000000000,90',Y,Y,Y,N,Y,N,N,100,4798.46999637000,1129736.15128000000,60,168,88
89,CA,Renton,Renton_CA,Commercial Arterial,10.00000000000,60.00000000000,0.00000000000,3.25000000000,50',Y,Y,Y,N,Y,N,N,65,252852.31984500000,31257065.74890000000,168,164,89
90,CB,Bothell,Bothell_CB,Community Business,0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,Y,N,N,N,N,N,100,4353.57488865000,1106515.99903000000,625,662,90
91,CB,Kenmore,Kenmore_CB,Community Business,18.00000000000,36.00000000000,0.00000000000,2.70000000000,35',Y,Y,Y,N,Y,Y,N,90,11054.10646490000,512688.67840000000,231,241,91
92,CB,Maple Valley,Maple Valley_CB,Community Business,0.00000000000,12.00000000000,0.00000000000,2.40000000000,35',Y,Y,Y,N,N,N,N,80,24621.45084560000,8363917.07385000000,252,454,92
93,CB,Marysville,Marysville_CB,Community Business,0.00000000000,12.00000000000,0.00000000000,4.25000000000,55',Y,Y,Y,N,Y,Y,N,85,68715.79420290000,24213112.49470000000,127,427,93
94,CB,Millcreek,Millcreek_CB,Community Business,0.00000000000,16.00000000000,0.00000000000,4.00000000000,40',Y,Y,Y,N,Y,Y,N,100,36493.29370310000,6982214.36315000000,151,386,94
95,CB,Mukilteo,Mukilteo_CB,Community business district,0.00000000000,13.00000000000,0.00000000000,3.00000000000,35',Y,Y,Y,N,Y,N,N,100,9355.24939322000,1604611.52160000000,208,431,95
96,CB,Newcastle,Newcastle_CB,community business,0.00000000000,48.00000000000,0.00000000000,3.00000000000,65',Y,Y,Y,N,Y,N,N,100,7355.40635245000,784505.03671400000,193,198,96
97,CB,Puyallup,Puyallup_CB,Community business zone,0.00000000000,22.00000000000,0.00000000000,4.00000000000,50',Y,Y,Y,N,Y,N,N,75,26005.31450220000,4529766.68349000000,148,320,97
98,CB,Sammamish,Sammamish_CB,Community Business,0.00000000000,18.00000000000,0.00000000000,2.55000000000,35',Y,Y,Y,N,Y,N,N,85,12012.44898610000,1967131.98558000000,236,379,98
99,CB,SeaTac,SeaTac_CB,Community Business,0.00000000000,100.00000000000,0.00000000000,3.00000000000,,Y,Y,Y,N,Y,N,N,75,19689.95859660000,1476911.84339000000,177,119,99
100,CB,Shoreline,Shoreline_CB,Community Business,0.00000000000,74.00000000000,0.00000000000,4.00000000000,60',Y,Y,Y,N,Y,N,N,85,47859.14045080000,4283256.21673000000,137,143,100
101,CB-C,SeaTac,SeaTac_CB-C,Community Business In Urban Center,0.00000000000,100.00000000000,0.00000000000,3.00000000000,,Y,Y,Y,N,Y,N,N,75,83104.40277420000,11105673.32820000000,177,119,101
102,CB(S),Mukilteo,Mukilteo_CB(S),Community business district - South,0.00000000000,13.00000000000,0.00000000000,1.50000000000,35',Y,Y,Y,N,Y,N,N,50,13913.79173300000,2911666.43378000000,317,453,102
103,CBD,Carnation,Carnation_CBD,Central Business District,0.00000000000,0.00000000000,0.00000000000,3.00000000000,40',N,Y,Y,N,N,N,N,100,5937.00337904000,203105.91019500000,625,663,103
104,CBD,Issaquah,Issaquah_CBD,Cultural and Business District,0.00000000000,222.15600000000,0.00000000000,5.10000000000,65',Y,Y,Y,N,Y,Y,N,85,24041.25781220000,1512742.39319000000,100,36,104
105,CBD,Lake Stevens,Lake Stevens_CBD,Central Business District,0.00000000000,14.52000000000,0.00000000000,3.00000000000,60',Y,Y,Y,N,Y,N,N,0,6060.70725424000,948670.99984600000,207,415,105
106,CBD,Lakewood,Lakewood_CBD,Central Business District,0.00000000000,54.00000000000,0.00000000000,9.00000000000,90',Y,Y,Y,N,Y,N,N,100,25589.45648660000,12638954.01210000000,60,168,106
107,CBD,Puyallup,Puyallup_CBD,Central business district zone,0.00000000000,82.00000000000,0.00000000000,2.70000000000,36',Y,Y,Y,N,Y,N,N,90,35305.06396360000,1880134.98711000000,228,135,107
108,CBD,Woodinville,Woodinville_CBD,CBD - Central Business District,0.00000000000,36.00000000000,0.00000000000,2.70000000000,39',Y,Y,Y,N,Y,N,N,90,61264.59979230000,9267051.20435000000,230,240,108
109,CBD-CORE,Puyallup,Puyallup_CBD-CORE,Central business district core zone,0.00000000000,183.00000000000,0.00000000000,6.00000000000,65',Y,Y,Y,N,Y,N,N,100,27731.97683310000,1396317.15413000000,88,48,109
110,CBD 1A,Kirkland,Kirkland_CBD 1A,Central Business District Commercial,0.00000000000,65.00000000000,0.00000000000,3.00000000000,45,Y,Y,Y,N,Y,N,N,100,2705.55576213000,284352.99817700000,186,159,110
111,CBD 1B,Kirkland,Kirkland_CBD 1B,Central Business District Commercial,0.00000000000,65.00000000000,0.00000000000,3.00000000000,55,Y,Y,Y,N,Y,N,N,100,4631.20330310000,466271.04571200000,186,159,111
112,CBD 2,Kirkland,Kirkland_CBD 2,Central Business District Commercial,0.00000000000,21.80000000000,0.00000000000,2.00000000000,28,Y,Y,Y,N,Y,N,N,100,4516.09784141000,743935.29023300000,281,351,112
113,CBD 3,Kirkland,Kirkland_CBD 3,Central Business District Commercial,0.00000000000,73.00000000000,0.00000000000,3.00000000000,41,Y,Y,Y,N,Y,N,N,80,3073.59172163000,384660.42840000000,183,150,113
114,CBD 4,Kirkland,Kirkland_CBD 4,Central Business District Commercial,0.00000000000,65.00000000000,0.00000000000,3.00000000000,54,Y,Y,Y,N,Y,N,N,100,1490.33636779000,117356.28660600000,186,159,114
115,CBD 5,Kirkland,Kirkland_CBD 5,Central Business District Commercial,0.00000000000,150.00000000000,0.00000000000,4.25000000000,67,Y,Y,Y,N,Y,N,N,80,2954.70845158000,315188.70025200000,123,72,115
116,CBD 5A,Kirkland,Kirkland_CBD 5A,Central Business District Commercial,0.00000000000,0.00000000000,0.00000000000,6.00000000000,8 STORIES,N,Y,Y,N,Y,N,N,100,3639.01478292000,571641.51296500000,615,586,116
117,CBD 6,Kirkland,Kirkland_CBD 6,Central Business District Commercial,0.00000000000,52.00000000000,0.00000000000,3.00000000000,54,Y,Y,Y,N,Y,N,N,80,2106.16337322000,286659.39752100000,191,183,117
118,CBD 7,Kirkland,Kirkland_CBD 7,Central Business District Commercial,0.00000000000,45.00000000000,0.00000000000,2.00000000000,41,Y,Y,Y,N,Y,N,N,80,3135.05648098000,275792.19716200000,272,214,118
119,CBD 8,Kirkland,Kirkland_CBD 8,Central Business District Commercial,0.00000000000,35.00000000000,0.00000000000,2.00000000000,30,Y,Y,Y,N,Y,N,N,100,3846.58010414000,449283.46699200000,276,247,119
120,CC,Federal Way,Federal Way_CC,City Center Core,0.00000000000,75.00000000000,1.50000000000,9.00000000000,200,N,Y,Y,N,Y,Y,N,0,33751.30635020000,7670865.11182000000,613,136,120
121,CC,Lake Forest Park,Lake Forest Park_CC,CC Corridor Commercial,0.00000000000,0.00000000000,0.00000000000,1.50000000000,35',N,Y,Y,N,N,N,N,50,3895.29257926000,64711.42126260000,645,726,121
122,CC,Maple Valley,Maple Valley_CC,Central Commerce,0.00000000000,0.00000000000,0.00000000000,2.40000000000,35',N,Y,Y,N,N,N,N,80,6794.37627613000,2237852.48757000000,631,681,122
123,CC,University Place,University Place_CC,Commercial,0.00000000000,0.00000000000,0.00000000000,4.00000000000,45',N,Y,Y,N,N,Y,N,0,14472.00903510000,2066031.23037000000,619,642,123
124,CC-1,Burien,Burien_CC-1,Community Commercial I (Low),18.00000000000,24.00000000000,0.00000000000,2.40000000000,35',Y,Y,Y,N,Y,N,N,80,14770.25412860000,1953910.23116000000,251,316,124
125,CC-2,Burien,Burien_CC-2,Community Commercial II (High),0.00000000000,24.00000000000,0.00000000000,2.40000000000,35',Y,Y,Y,N,Y,N,N,80,25383.65976750000,5854215.00376000000,250,315,125
126,CC-C,Lynnwood,Lynnwood_CC-C,City Center ?«Ù Core,0.00000000000,87.12000000000,0.00000000000,6.00000000000,350',Y,Y,Y,N,Y,N,N,0,25045.64960260000,4532953.91367000000,93,127,126
127,CC-N,Lynnwood,Lynnwood_CC-N,City Center ?«Ù North,0.00000000000,87.12000000000,0.00000000000,2.00000000000,140',Y,Y,Y,N,Y,N,N,0,4332.20138453000,631340.48309100000,267,132,127
128,CC-W,Lynnwood,Lynnwood_CC-W,City Center ?«Ù West,0.00000000000,87.12000000000,0.00000000000,2.00000000000,140',Y,Y,Y,N,Y,N,N,0,13979.40849160000,3047850.23006000000,267,132,128
129,CCX,Tacoma,Tacoma_CCX,Community Commercial Mixed-Use District,30.00000000000,300.00000000000,0.00000000000,3.00000000000,60'-75',Y,Y,Y,N,Y,Y,N,0,72603.74352260000,26152253.55940000000,171,19,129
130,CD,Lake Stevens,Lake Stevens_CD,Commercial District,0.00000000000,0.00000000000,0.00000000000,0.70000000000,,N,N,Y,Y,,N,N,,35990.28827000000,8579455.65799000000,420,769,130
131,CD,Renton,Renton_CD,Center Downtown,25.00000000000,100.00000000000,0.00000000000,8.00000000000,95',Y,Y,Y,N,N,N,N,100,69941.24970630000,4869407.30275000000,67,107,131
132,CDM,Lynnwood,Lynnwood_CDM,College District Mixed Use,12.00000000000,20.00000000000,0.00000000000,4.00000000000,50',Y,Y,Y,N,Y,N,N,80,8785.15233150000,801804.10667000000,150,349,132
